genus,specimen_id,coord_id,x,y
AE,88,15,-0.0206,0.0232
AE,88,16,0.0565,-0.0062
AE,88,17,-0.1368,-0.0116
AE,89,0,-0.469,0.0593
AE,89,1,0.0698,0.0872
AE,89,2,0.2319,0.0416
AE,89,3,0.2512,0.0188
AE,89,4,0.2517,-0.0043
AE,89,5,0.2471,-0.0202
AE,89,6,0.2183,-0.0396
AE,89,7,0.177,-0.0567
AE,89,8,0.1112,-0.071
AE,89,9,0.0155,-0.0877
AE,89,10,-0.1024,-0.0898
AE,89,11,-0.4069,0.0179
AE,89,12,-0.3957,0.0535
AE,89,13,-0.1706,0.043
AE,89,14,0.0837,0.0418
AE,89,15,-0.0302,0.0247
AE,89,16,0.0648,-0.0124
AE,89,17,-0.1475,-0.006
AE,90,0,-0.4802,-0.0309
AE,90,1,-0.0233,0.0907
AE,90,2,0.2213,0.0933
AE,90,3,0.2414,0.0753
AE,90,4,0.2467,0.0519
AE,90,5,0.2403,0.0348
AE,90,6,0.2267,0.0144
AE,90,7,0.19,-0.0138
AE,90,8,0.1237,-0.0532
AE,90,9,0.0422,-0.0917
AE,90,10,-0.0573,-0.1295
AE,90,11,-0.4019,-0.0754
AE,90,12,-0.3867,-0.0167
AE,90,13,-0.1757,0.0123
AE,90,14,0.0683,0.0591
AE,90,15,-0.012,0.022
AE,90,16,0.0642,0.0026
AE,90,17,-0.1275,-0.0454
AE,91,0,-0.4779,0.0343
AE,91,1,-0.0051,0.0874
AE,91,2,0.2188,0.0711
AE,91,3,0.2418,0.0494
AE,91,4,0.2468,0.0277
AE,91,5,0.2444,0.0099
AE,91,6,0.2258,-0.0153
AE,91,7,0.1875,-0.0437
AE,91,8,0.122,-0.074
AE,91,9,0.03,-0.101
AE,91,10,-0.0978,-0.1141
AE,91,11,-0.4076,-0.0196
AE,91,12,-0.3892,0.0245
AE,91,13,-0.1812,0.0342
AE,91,14,0.0914,0.0433
AE,91,15,-0.016,0.0187
AE,91,16,0.0841,-0.0124
AE,91,17,-0.118,-0.0206
AE,92,0,-0.4656,0.0404
AE,92,1,0.0042,0.0833
AE,92,2,0.2235,0.0551
AE,92,3,0.2493,0.0348
AE,92,4,0.2565,0.0143
AE,92,5,0.2524,-0.0079
AE,92,6,0.2341,-0.0255
AE,92,7,0.198,-0.0432
AE,92,8,0.1148,-0.0632
AE,92,9,0.03,-0.0813
AE,92,10,-0.0854,-0.1019
AE,92,11,-0.4114,-0.0068
AE,92,12,-0.3884,0.0291
AE,92,13,-0.1832,0.0313
AE,92,14,0.0617,0.039
AE,92,15,-0.0179,0.0219
AE,92,16,0.076,-0.0099
AE,92,17,-0.1484,-0.0095
AE,93,0,-0.4952,-0.0307
AE,93,1,-0.0084,0.088
AE,93,2,0.2071,0.0946
AE,93,3,0.2316,0.0816
AE,93,4,0.2467,0.0549
AE,93,5,0.2453,0.0383
AE,93,6,0.2234,0.0091
AE,93,7,0.1754,-0.0252
AE,93,8,0.1271,-0.0547
AE,93,9,0.0341,-0.0909
AE,93,10,-0.0819,-0.1079
AE,93,11,-0.3926,-0.064
AE,93,12,-0.3841,-0.0171
AE,93,13,-0.1796,0.0081
AE,93,14,0.1004,0.0557
AE,93,15,-0.0091,0.0132
AE,93,16,0.0923,-0.0063
AE,93,17,-0.1324,-0.0468
AE,94,0,-0.4698,0.0335
AE,94,1,-0.0216,0.0792
AE,94,2,0.2474,0.0542
AE,94,3,0.2598,0.0366
AE,94,4,0.2638,0.0178
AE,94,5,0.2596,-0.0003
AE,94,6,0.2374,-0.0203
AE,94,7,0.1819,-0.0429
AE,94,8,0.1096,-0.0649
AE,94,9,0.0342,-0.0885
AE,94,10,-0.0859,-0.0998
AE,94,11,-0.3934,-0.0067
AE,94,12,-0.3849,0.0245
AE,94,13,-0.1768,0.0324
AE,94,14,0.0505,0.0429
AE,94,15,-0.0276,0.0247
AE,94,16,0.061,-0.0049
AE,94,17,-0.1454,-0.0177
AE,95,0,-0.4671,0.0312
AE,95,1,-0.0061,0.0664
AE,95,2,0.2297,0.0527
AE,95,3,0.2486,0.0341
AE,95,4,0.252,0.0135
AE,95,5,0.2493,0.0015
AE,95,6,0.2372,-0.0153
AE,95,7,0.1981,-0.039
AE,95,8,0.1311,-0.0586
AE,95,9,0.039,-0.0802
AE,95,10,-0.0883,-0.0946
AE,95,11,-0.406,-0.0092
AE,95,12,-0.3842,0.0282
AE,95,13,-0.1979,0.0305
AE,95,14,0.0683,0.0382
AE,95,15,-0.0176,0.0225
AE,95,16,0.0693,-0.0105
AE,95,17,-0.1554,-0.0115
AE,96,0,-0.4496,0.0251
AE,96,1,0.0418,0.0929
AE,96,2,0.2379,0.0655
AE,96,3,0.2481,0.0523
AE,96,4,0.2581,0.0299
AE,96,5,0.2557,0.0055
AE,96,6,0.2381,-0.0173
AE,96,7,0.1991,-0.0432
AE,96,8,0.1126,-0.0703
AE,96,9,0.0403,-0.0928
AE,96,10,-0.0848,-0.1123
AE,96,11,-0.399,-0.0242
AE,96,12,-0.3887,0.0212
AE,96,13,-0.18,0.0272
AE,96,14,0.0494,0.0466
AE,96,15,-0.0371,0.0209
AE,96,16,0.0319,-0.0083
AE,96,17,-0.1738,-0.0188
AE,97,0,-0.4752,0.0313
AE,97,1,-0.0129,0.0794
AE,97,2,0.2411,0.0647
AE,97,3,0.263,0.0408
AE,97,4,0.2667,0.0187
AE,97,5,0.2589,0.0001
AE,97,6,0.2373,-0.0218
AE,97,7,0.1823,-0.0483
AE,97,8,0.1101,-0.0685
AE,97,9,0.0322,-0.0905
AE,97,10,-0.0857,-0.1034
AE,97,11,-0.3916,-0.0011
AE,97,12,-0.3707,0.0294
AE,97,13,-0.1594,0.0302
AE,97,14,0.0684,0.0464
AE,97,15,-0.04,0.0168
AE,97,16,0.0472,-0.0064
AE,97,17,-0.1714,-0.0179
AE,98,0,-0.4805,0.031
AE,98,1,0.0152,0.0817
AE,98,2,0.2335,0.0515
AE,98,3,0.2456,0.0339
AE,98,4,0.251,0.0165
AE,98,5,0.2463,-0.002
AE,98,6,0.224,-0.0203
AE,98,7,0.1898,-0.0367
AE,98,8,0.1122,-0.0542
AE,98,9,0.0281,-0.0775
AE,98,10,-0.0741,-0.0984
AE,98,11,-0.4098,-0.0139
AE,98,12,-0.3935,0.024
AE,98,13,-0.1848,0.0289
AE,98,14,0.0663,0.0398
AE,98,15,-0.0167,0.0198
AE,98,16,0.0885,-0.0078
AE,98,17,-0.1409,-0.0163
AE,99,0,-0.459,0.0473
AE,99,1,-0.0082,0.0763
AE,99,2,0.2412,0.0497
AE,99,3,0.2554,0.0312
AE,99,4,0.2586,0.0137
AE,99,5,0.2549,-0.0042
AE,99,6,0.2314,-0.0258
AE,99,7,0.1965,-0.0468
AE,99,8,0.1246,-0.0728
AE,99,9,0.0303,-0.09
AE,99,10,-0.093,-0.103
AE,99,11,-0.3969,0.0077
AE,99,12,-0.3798,0.0425
AE,99,13,-0.2065,0.0362
AE,99,14,0.0579,0.0396
AE,99,15,-0.0358,0.0229
AE,99,16,0.0666,-0.0084
AE,99,17,-0.1383,-0.0161
AE,100,0,-0.4465,0.0572
AE,100,1,0.0411,0.0848
AE,100,2,0.2502,0.0521
AE,100,3,0.2663,0.0287
AE,100,4,0.2668,0.0076
AE,100,5,0.2608,-0.0132
AE,100,6,0.2354,-0.0369
AE,100,7,0.1695,-0.0604
AE,100,8,0.092,-0.0708
AE,100,9,0.0016,-0.0921
AE,100,10,-0.1146,-0.0914
AE,100,11,-0.4002,0.0082
AE,100,12,-0.3877,0.0479
AE,100,13,-0.1849,0.0425
AE,100,14,0.0621,0.0415
AE,100,15,-0.0326,0.0214
AE,100,16,0.0604,-0.0142
AE,100,17,-0.1397,-0.0129
CX,101,0,-0.4675,0.0358
CX,101,1,0.0076,0.089
CX,101,2,0.2398,0.0591
CX,101,3,0.253,0.0387
CX,101,4,0.253,0.016
CX,101,5,0.2435,-0.0025
CX,101,6,0.2281,-0.0208
CX,101,7,0.1904,-0.045
CX,101,8,0.1145,-0.0676
CX,101,9,0.0441,-0.0922
CX,101,10,-0.0861,-0.1011
CX,101,11,-0.405,-0.0034
CX,101,12,-0.4006,0.0308
CX,101,13,-0.1777,0.0344
CX,101,14,0.0503,0.0428
CX,101,15,-0.0234,0.02
CX,101,16,0.0666,-0.0124
CX,101,17,-0.1306,-0.0216
CX,102,0,-0.4888,0.042
CX,102,1,0.031,0.0749
CX,102,2,0.232,0.0461
CX,102,3,0.2452,0.0355
CX,102,4,0.249,0.0209
CX,102,5,0.2463,-0.0001
CX,102,6,0.2282,-0.0249
CX,102,7,0.1735,-0.0509
CX,102,8,0.1146,-0.0649
CX,102,9,0.0404,-0.0844
CX,102,10,-0.0664,-0.1011
CX,102,11,-0.4162,0.011
CX,102,12,-0.396,0.0379
CX,102,13,-0.1586,0.0274
CX,102,14,0.0461,0.0383
CX,102,15,-0.0118,0.0157
CX,102,16,0.0706,-0.0104
CX,102,17,-0.1394,-0.0132
CX,103,0,-0.4607,0.0433
CX,103,1,-0.0028,0.0881
CX,103,2,0.2367,0.0578
CX,103,3,0.2565,0.038
CX,103,4,0.2685,0.0039
CX,103,5,0.2615,-0.0101
CX,103,6,0.2378,-0.0312
CX,103,7,0.1889,-0.0549
CX,103,8,0.1104,-0.0715
CX,103,9,0.0204,-0.0899
CX,103,10,-0.0858,-0.0956
CX,103,11,-0.3957,-0.0012
CX,103,12,-0.3755,0.0427
CX,103,13,-0.1941,0.042
CX,103,14,0.046,0.0436
CX,103,15,-0.0207,0.0213
CX,103,16,0.0641,-0.0091
CX,103,17,-0.1553,-0.0172
CX,104,0,-0.474,0.0362
CX,104,1,0.0148,0.0902
CX,104,2,0.241,0.0524
CX,104,3,0.2495,0.0367
CX,104,4,0.2536,0.015
CX,104,5,0.2499,-0.0044
CX,104,6,0.2304,-0.0224
CX,104,7,0.1789,-0.0498
CX,104,8,0.119,-0.0697
CX,104,9,0.0377,-0.0896
CX,104,10,-0.0732,-0.1019
CX,104,11,-0.399,-0.0067
CX,104,12,-0.3906,0.0306
CX,104,13,-0.189,0.0359
CX,104,14,0.0466,0.046
CX,104,15,-0.0228,0.0254
CX,104,16,0.0727,-0.0101
CX,104,17,-0.1455,-0.014
CX,105,0,-0.4668,0.0618
CX,105,1,0.0094,0.0873
CX,105,2,0.2422,0.0529
CX,105,3,0.2512,0.0324
CX,105,4,0.2543,0.005
CX,105,5,0.249,-0.0107
CX,105,6,0.2352,-0.031
CX,105,7,0.1858,-0.057
CX,105,8,0.1074,-0.0749
CX,105,9,0.027,-0.0931
CX,105,10,-0.0583,-0.1068
CX,105,11,-0.4072,0.0148
CX,105,12,-0.3952,0.0506
CX,105,13,-0.1745,0.0392
CX,105,14,0.0449,0.0349
CX,105,15,-0.0158,0.0211
CX,105,16,0.0501,-0.0115
CX,105,17,-0.1385,-0.0147
CX,106,0,-0.4715,0.0348
CX,106,1,0.0383,0.097
CX,106,2,0.2271,0.0693
CX,106,3,0.2476,0.0416
CX,106,4,0.2507,0.0204
CX,106,5,0.2462,0.0005
CX,106,6,0.2329,-0.0169
CX,106,7,0.1895,-0.0447
CX,106,8,0.1317,-0.0662
CX,106,9,0.0419,-0.0952
CX,106,10,-0.0667,-0.114
CX,106,11,-0.4058,-0.0158
CX,106,12,-0.3849,0.0256
CX,106,13,-0.1853,0.0312
CX,106,14,0.0307,0.0462
CX,106,15,-0.0225,0.0202
CX,106,16,0.053,-0.0107
CX,106,17,-0.153,-0.0232
CX,107,0,-0.459,0.0148
CX,107,1,0.0363,0.0863
CX,107,2,0.226,0.0699
CX,107,3,0.248,0.0478
CX,107,4,0.2538,0.026
CX,107,5,0.2493,0.0091
CX,107,6,0.2424,-0.0048
CX,107,7,0.1848,-0.0373
CX,107,8,0.1359,-0.0516
CX,107,9,0.0476,-0.0813
CX,107,10,-0.0687,-0.1059
CX,107,11,-0.4071,-0.023
CX,107,12,-0.3946,0.0101
CX,107,13,-0.2028,0.0189
CX,107,14,0.0294,0.0402
CX,107,15,-0.023,0.0168
CX,107,16,0.0519,-0.0071
CX,107,17,-0.1502,-0.0288
CX,108,0,-0.4555,0.0398
CX,108,1,0.047,0.0891
CX,108,2,0.2562,0.0561
CX,108,3,0.2701,0.039
CX,108,4,0.268,0.0145
CX,108,5,0.2584,-0.0016
CX,108,6,0.232,-0.0199
CX,108,7,0.1668,-0.0458
CX,108,8,0.1151,-0.0631
CX,108,9,0.0296,-0.0835
CX,108,10,-0.0592,-0.099
CX,108,11,-0.3938,-0.0068
CX,108,12,-0.3848,0.0315
CX,108,13,-0.2053,0.0334
CX,108,14,0.0194,0.0418
CX,108,15,-0.0607,0.0127
CX,108,16,0.0395,-0.0129
CX,108,17,-0.1427,-0.0254
CX,109,0,-0.4667,0.0415
CX,109,1,0.0338,0.0789
CX,109,2,0.2422,0.0496
CX,109,3,0.2538,0.0348
CX,109,4,0.2566,0.0152
CX,109,5,0.247,-0.0006
CX,109,6,0.2342,-0.0169
CX,109,7,0.1996,-0.0404
CX,109,8,0.1256,-0.0646
CX,109,9,0.0298,-0.0862
CX,109,10,-0.0508,-0.0996
CX,109,11,-0.4027,-0.0035
CX,109,12,-0.3905,0.0319
CX,109,13,-0.1961,0.0325
CX,109,14,0.0087,0.0352
CX,109,15,-0.0277,0.0175
CX,109,16,0.0499,-0.0075
CX,109,17,-0.1466,-0.0177
CX,110,0,-0.4672,0.0148
CX,110,1,-0.0006,0.0759
CX,110,2,0.245,0.0556
CX,110,3,0.2527,0.0457
CX,110,4,0.2575,0.026
CX,110,5,0.2521,0.0083
CX,110,6,0.2378,-0.011
CX,110,7,0.1833,-0.0363
CX,110,8,0.1208,-0.0568
CX,110,9,0.0466,-0.0793
CX,110,10,-0.0694,-0.0989
CX,110,11,-0.4047,-0.0193
CX,110,12,-0.3958,0.0109
CX,110,13,-0.1872,0.0241
CX,110,14,0.0241,0.0417
CX,110,15,-0.0231,0.0205
CX,110,16,0.0664,-0.0083
CX,110,17,-0.1382,-0.0136
CX,111,0,-0.4677,0.0403
CX,111,1,0.0196,0.0881
CX,111,2,0.2339,0.0595
CX,111,3,0.2494,0.0417
CX,111,4,0.2516,0.0225
CX,111,5,0.25,0.004
CX,111,6,0.2268,-0.0213
CX,111,7,0.1892,-0.0451
CX,111,8,0.1276,-0.0688
CX,111,9,0.0479,-0.0954
CX,111,10,-0.0531,-0.1165
CX,111,11,-0.4007,-0.006
CX,111,12,-0.3897,0.0315
CX,111,13,-0.1988,0.0346
CX,111,14,0.0346,0.0453
CX,111,15,-0.0262,0.0179
CX,111,16,0.0552,-0.0111
CX,111,17,-0.1495,-0.0211
CX,112,0,-0.4564,0.0647
CX,112,1,0.0275,0.0924
CX,112,2,0.2515,0.0403
CX,112,3,0.2605,0.0205
CX,112,4,0.2628,-0.0063
CX,112,5,0.253,-0.0233
CX,112,6,0.2335,-0.0405
CX,112,7,0.1908,-0.0613
CX,112,8,0.0918,-0.0767
CX,112,9,0.006,-0.0898
CX,112,10,-0.0921,-0.0952
CX,112,11,-0.3958,0.0241
CX,112,12,-0.3816,0.0571
CX,112,13,-0.1921,0.0501
CX,112,14,0.0472,0.0384
CX,112,15,-0.019,0.0215
CX,112,16,0.0587,-0.0154
CX,112,17,-0.1462,-0.0008
CX,113,0,-0.4751,0.0569
CX,113,1,0.0052,0.0783
CX,113,2,0.2519,0.0382
CX,113,3,0.2542,0.0256
CX,113,4,0.2513,0.0055
CX,113,5,0.2471,-0.0123
CX,113,6,0.2233,-0.0291
CX,113,7,0.1824,-0.0469
CX,113,8,0.1096,-0.0678
CX,113,9,0.0453,-0.0893
CX,113,10,-0.0698,-0.1008
CX,113,11,-0.4007,0.0165
CX,113,12,-0.3929,0.0455
CX,113,13,-0.1801,0.0341
CX,113,14,0.0579,0.0377
CX,113,15,-0.0185,0.0201
CX,113,16,0.0591,-0.0086
CX,113,17,-0.15,-0.0037
CX,114,0,-0.4516,0.0474
CX,114,1,0.0362,0.0865
CX,114,2,0.2354,0.0643
CX,114,3,0.2578,0.0385
CX,114,4,0.2614,0.0162
CX,114,5,0.2522,-0.0055
CX,114,6,0.2305,-0.024
CX,114,7,0.1886,-0.0484
CX,114,8,0.1193,-0.0725
CX,114,9,0.0389,-0.1026
CX,114,10,-0.0797,-0.1136
CX,114,11,-0.404,0.0051
CX,114,12,-0.3864,0.039
CX,114,13,-0.1879,0.0325
CX,114,14,0.0302,0.0375
CX,114,15,-0.03,0.0176
CX,114,16,0.051,-0.0096
CX,114,17,-0.162,-0.0084
CX,115,0,-0.4523,0.0176
CX,115,1,0.0035,0.0833
CX,115,2,0.2144,0.0768
CX,115,3,0.2443,0.0558
CX,115,4,0.2566,0.0296
CX,115,5,0.2542,0.0105
CX,115,6,0.2407,-0.007
CX,115,7,0.2163,-0.0307
CX,115,8,0.1366,-0.0594
CX,115,9,0.041,-0.0894
CX,115,10,-0.0903,-0.1067
CX,115,11,-0.403,-0.0281
CX,115,12,-0.3952,0.0062
CX,115,13,-0.1757,0.0183
CX,115,14,0.038,0.0414
CX,115,15,-0.0322,0.0175
CX,115,16,0.0617,-0.0073
CX,115,17,-0.1585,-0.0283
CX,116,0,-0.4638,0.0562
CX,116,1,0.0597,0.0945
CX,116,2,0.2388,0.0506
CX,116,3,0.2573,0.0282
CX,116,4,0.2573,0.0022
CX,116,5,0.2492,-0.0153
CX,116,6,0.2263,-0.0375
CX,116,7,0.1867,-0.0609
CX,116,8,0.11,-0.0799
CX,116,9,0.0215,-0.095
CX,116,10,-0.0765,-0.1068
CX,116,11,-0.4073,0.0138
CX,116,12,-0.3775,0.0529
CX,116,13,-0.1544,0.0461
CX,116,14,0.0437,0.043
CX,116,15,-0.0265,0.0239
CX,116,16,0.0387,-0.008
CX,116,17,-0.1834,-0.008
CX,117,0,-0.4699,0.0301
CX,117,1,0.0096,0.0909
CX,117,2,0.2565,0.0431
CX,117,3,0.2598,0.034
CX,117,4,0.2595,0.0158
CX,117,5,0.2551,0.0034
CX,117,6,0.2364,-0.0176
CX,117,7,0.2,-0.0399
CX,117,8,0.1255,-0.0658
CX,117,9,0.0271,-0.0897
CX,117,10,-0.0544,-0.1021
CX,117,11,-0.3901,-0.0085
CX,117,12,-0.3751,0.0295
CX,117,13,-0.1805,0.035
CX,117,14,0.0155,0.0443
CX,117,15,-0.044,0.0198
CX,117,16,0.0343,-0.0054
CX,117,17,-0.1652,-0.0169
CX,118,0,-0.4717,0.0591
CX,118,1,0.0228,0.0912
CX,118,2,0.2401,0.0542
CX,118,3,0.2557,0.0372
CX,118,4,0.2604,0.0132
CX,118,5,0.2551,-0.0035
CX,118,6,0.238,-0.0238
CX,118,7,0.1861,-0.0494
CX,118,8,0.1134,-0.073
CX,118,9,0.0372,-0.0981
CX,118,10,-0.0711,-0.1055
CX,118,11,-0.4021,-0.0079
CX,118,12,-0.3762,0.0492
CX,118,13,-0.1826,0.034
CX,118,14,0.023,0.0341
CX,118,15,-0.0235,0.0166
CX,118,16,0.0383,-0.0098
CX,118,17,-0.143,-0.0179
CX,119,0,-0.4823,0.0484
CX,119,1,0.0239,0.0839
CX,119,2,0.2381,0.0493
CX,119,3,0.2559,0.0323
CX,119,4,0.2612,0.0093
CX,119,5,0.254,-0.0136
CX,119,6,0.2274,-0.034
CX,119,7,0.1855,-0.0536
CX,119,8,0.1077,-0.0661
CX,119,9,0.0256,-0.0857
CX,119,10,-0.0909,-0.0937
CX,119,11,-0.4008,0.0051
CX,119,12,-0.385,0.0448
CX,119,13,-0.162,0.0341
CX,119,14,0.0659,0.0387
CX,119,15,-0.0253,0.0186
CX,119,16,0.044,-0.0063
CX,119,17,-0.1428,-0.0115
CX,120,0,-0.4575,0.0294
CX,120,1,0.027,0.0921
CX,120,2,0.2328,0.0739
CX,120,3,0.2574,0.0451
CX,120,4,0.2623,0.0192
CX,120,5,0.2555,-0.0027
CX,120,6,0.2341,-0.0226
CX,120,7,0.1904,-0.0453
CX,120,8,0.1083,-0.0686
CX,120,9,0.0369,-0.0939
CX,120,10,-0.0767,-0.1056
CX,120,11,-0.4021,-0.0155
CX,120,12,-0.3876,0.0264
CX,120,13,-0.1826,0.0346
CX,120,14,0.0479,0.0459
CX,120,15,-0.0293,0.0198
CX,120,16,0.0432,-0.013
CX,120,17,-0.1598,-0.0193
CX,121,0,-0.4785,0.0252
CX,121,1,-0.0091,0.0782
CX,121,2,0.214,0.067
CX,121,3,0.243,0.0459
CX,121,4,0.26,0.0218
CX,121,5,0.2575,0.0084
CX,121,6,0.242,-0.0185
CX,121,7,0.2009,-0.0467
CX,121,8,0.1466,-0.0688
CX,121,9,0.0406,-0.0924
CX,121,10,-0.0734,-0.1098
CX,121,11,-0.3879,-0.0101
CX,121,12,-0.3856,0.0271
CX,121,13,-0.1764,0.0262
CX,121,14,0.0299,0.0448
CX,121,15,-0.0162,0.0209
CX,121,16,0.0502,-0.0023
CX,121,17,-0.1576,-0.0167
CX,122,0,-0.4806,0.0049
CX,122,1,0.0172,0.081
CX,122,2,0.2174,0.0773
CX,122,3,0.2429,0.0558
CX,122,4,0.2512,0.0339
CX,122,5,0.2482,0.014
CX,122,6,0.2267,-0.0067
CX,122,7,0.1961,-0.0262
CX,122,8,0.1269,-0.0542
CX,122,9,0.0394,-0.0811
CX,122,10,-0.0736,-0.1045
CX,122,11,-0.4104,-0.0276
CX,122,12,-0.3947,0.0023
CX,122,13,-0.155,0.0162
CX,122,14,0.0567,0.0419
CX,122,15,-0.0242,0.0153
CX,122,16,0.0737,-0.0086
CX,122,17,-0.1579,-0.0338
CX,123,0,-0.4703,-0.0009
CX,123,1,0.0011,0.0805
CX,123,2,0.2146,0.0747
CX,123,3,0.2348,0.0585
CX,123,4,0.2453,0.035
CX,123,5,0.2442,0.0149
CX,123,6,0.2372,-0.003
CX,123,7,0.2186,-0.0235
CX,123,8,0.1342,-0.0582
CX,123,9,0.0391,-0.0843
CX,123,10,-0.0726,-0.1051
CX,123,11,-0.409,-0.0371
CX,123,12,-0.3966,-0.0061
CX,123,13,-0.1624,0.0193
CX,123,14,0.0557,0.0467
CX,123,15,-0.0272,0.019
CX,123,16,0.0718,-0.0052
CX,123,17,-0.1583,-0.0251
CX,124,0,-0.4725,0.0441
CX,124,1,0.0318,0.0808
CX,124,2,0.2382,0.0419
CX,124,3,0.2504,0.0237
CX,124,4,0.2492,0.0019
CX,124,5,0.2414,-0.0135
CX,124,6,0.2276,-0.0298
CX,124,7,0.1945,-0.0472
CX,124,8,0.1219,-0.0661
CX,124,9,0.0311,-0.0885
CX,124,10,-0.0963,-0.084
CX,124,11,-0.4066,0.0093
CX,124,12,-0.3944,0.0425
CX,124,13,-0.1724,0.039
CX,124,14,0.0667,0.0418
CX,124,15,-0.0108,0.0205
CX,124,16,0.0548,-0.0049
CX,124,17,-0.1546,-0.0115
CX,125,0,-0.4697,0.0196
CX,125,1,0.0007,0.085
CX,125,2,0.2228,0.076
CX,125,3,0.2485,0.054
CX,125,4,0.2548,0.0319
CX,125,5,0.2511,0.0132
CX,125,6,0.2366,-0.0097
CX,125,7,0.195,-0.0372
CX,125,8,0.1279,-0.062
CX,125,9,0.0443,-0.0943
CX,125,10,-0.0773,-0.1149
CX,125,11,-0.3987,-0.0131
CX,125,12,-0.3908,0.0161
CX,125,13,-0.1816,0.0213
CX,125,14,0.0376,0.0408
CX,125,15,-0.0073,0.0137
CX,125,16,0.0592,-0.0103
CX,125,17,-0.1531,-0.03
DE,126,0,-0.462,0.0204
DE,126,1,0.0082,0.0893
DE,126,2,0.2061,0.0797
DE,126,3,0.2374,0.0529
DE,126,4,0.2457,0.0306
DE,126,5,0.2482,0.006
DE,126,6,0.2341,-0.0151
DE,126,7,0.2064,-0.0363
DE,126,8,0.1421,-0.0635
DE,126,9,0.0572,-0.0906
DE,126,10,-0.0335,-0.1073
DE,126,11,-0.4127,-0.0169
DE,126,12,-0.4018,0.0111
DE,126,13,-0.1876,0.0241
DE,126,14,0.0279,0.0403
DE,126,15,-0.0425,0.0145
DE,126,16,0.0729,-0.0123
DE,126,17,-0.146,-0.0269
DE,127,0,-0.457,0.0468
DE,127,1,-0.009,0.0753
DE,127,2,0.2381,0.0463
DE,127,3,0.2556,0.0275
DE,127,4,0.2614,0.0064
DE,127,5,0.2515,-0.0129
DE,127,6,0.2287,-0.0278
DE,127,7,0.1883,-0.0456
DE,127,8,0.118,-0.0624
DE,127,9,0.0408,-0.0818
DE,127,10,-0.0823,-0.0867
DE,127,11,-0.4025,0.0048
DE,127,12,-0.3888,0.0415
DE,127,13,-0.2028,0.0371
DE,127,14,0.049,0.0347
DE,127,15,-0.0422,0.0204
DE,127,16,0.1004,-0.018
DE,127,17,-0.1473,-0.0057
